customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
cust_001377,625,2,1970.98,1,3,4,8,Loyal Customers
cust_001378,361,2,4802.049999999999,2,3,4,9,Loyal Customers
cust_001379,113,3,832.87,3,4,3,10,Champions
cust_001380,153,2,3543.72,3,3,4,10,Champions
cust_001381,31,3,369.27000000000004,4,4,2,10,Champions
cust_001382,382,1,1791.1799999999998,2,1,4,7,Potential Loyalists
cust_001384,196,3,2659.83,3,4,4,11,Champions
cust_001385,10,2,3440.96,4,3,4,11,Champions
cust_001386,220,3,1412.49,3,4,3,10,Champions
cust_001387,363,3,3719.25,2,4,4,10,Champions
cust_001388,96,3,4729.22,4,4,4,12,Champions
cust_001389,97,3,5335.820000000001,3,4,4,11,Champions
cust_001390,391,2,3959.7000000000003,2,3,4,9,Loyal Customers
cust_001391,38,2,1791.18,4,3,4,11,Champions
cust_001392,96,3,4102.86,4,4,4,12,Champions
cust_001394,633,2,352.37,1,3,2,6,Potential Loyalists
cust_001395,709,1,86.55,1,1,1,3,Needs Attention
cust_001399,107,1,321.79,3,1,2,6,Potential Loyalists
cust_001400,105,2,506.53000000000003,3,3,2,8,Loyal Customers
cust_001401,228,1,2217.84,3,1,4,8,Loyal Customers
cust_001403,441,3,2649.76,1,4,4,9,Loyal Customers
cust_001404,494,2,1705.88,1,3,3,7,Potential Loyalists
cust_001406,187,2,1598.41,3,3,3,9,Loyal Customers
cust_001407,312,1,423.68,2,1,2,5,Needs Attention
cust_001408,339,1,464.96,2,1,2,5,Needs Attention
cust_001409,68,4,1476.16,4,4,3,11,Champions
cust_001410,218,3,1912.29,3,4,4,11,Champions
cust_001412,91,1,1373.85,4,1,3,8,Loyal Customers
cust_001414,136,1,258.3,3,1,2,6,Potential Loyalists
cust_001415,657,1,2188.81,1,1,4,6,Potential Loyalists
cust_001416,339,1,1716.72,2,1,3,6,Potential Loyalists
cust_001417,288,2,369.64,2,3,2,7,Potential Loyalists
cust_001420,419,2,694.41,2,3,3,8,Loyal Customers
cust_001421,251,3,4684.88,2,4,4,10,Champions
cust_001422,253,2,738.92,2,3,3,8,Loyal Customers
cust_001423,168,1,602.87,3,1,3,7,Potential Loyalists
cust_001424,220,2,195.41000000000003,3,3,1,7,Potential Loyalists
cust_001425,512,2,1482.8400000000001,1,3,3,7,Potential Loyalists
cust_001426,233,2,345.25,3,3,2,8,Loyal Customers
cust_001428,179,2,2746.59,3,3,4,10,Champions
cust_001431,434,2,549.65,1,3,2,6,Potential Loyalists
cust_001434,424,1,1409.12,2,1,3,6,Potential Loyalists
cust_001435,438,1,1043.87,1,1,3,5,At Risk (high value)
cust_001436,446,1,233.4,1,1,1,3,Needs Attention
cust_001437,694,1,276.74,1,1,2,4,Needs Attention
cust_001438,183,1,2284.47,3,1,4,8,Loyal Customers
cust_001439,187,3,505.67,3,4,2,9,Loyal Customers
cust_001440,243,3,1860.3500000000001,2,4,4,10,Champions
cust_001442,242,2,410.07,2,3,2,7,Potential Loyalists
cust_001445,335,1,214.58,2,1,1,4,Needs Attention
cust_001446,237,2,3217.0199999999995,3,3,4,10,Champions
cust_001447,305,4,3859.2400000000002,2,4,4,10,Champions
cust_001448,470,1,1814.15,1,1,4,6,Potential Loyalists
cust_001449,58,4,870.9,4,4,3,11,Champions
cust_001451,74,1,204.81,4,1,1,6,Potential Loyalists
cust_001452,454,1,185.6,1,1,1,3,Needs Attention
cust_001454,323,1,227.32,2,1,1,4,Needs Attention
cust_001455,57,1,71.77,4,1,1,6,Potential Loyalists
cust_001459,206,1,874.53,3,1,3,7,Potential Loyalists
cust_001460,125,4,3533.4300000000003,3,4,4,11,Champions
cust_001461,156,3,1804.9299999999998,3,4,4,11,Champions
cust_001462,277,2,2419.09,2,3,4,9,Loyal Customers
cust_001463,465,1,81.91000000000001,1,1,1,3,Needs Attention
cust_001464,303,1,213.29,2,1,1,4,Needs Attention
cust_001465,30,2,1263.6299999999999,4,3,3,10,Champions
cust_001466,373,2,503.41999999999996,2,3,2,7,Potential Loyalists
cust_001467,381,1,482.85,2,1,2,5,Needs Attention
cust_001468,136,1,549.05,3,1,2,6,Potential Loyalists
cust_001469,71,4,664.5799999999999,4,4,3,11,Champions
cust_001471,202,1,1661.15,3,1,3,7,Potential Loyalists
cust_001472,609,1,3122.29,1,1,4,6,Potential Loyalists
cust_001473,245,2,726.3199999999999,2,3,3,8,Loyal Customers
cust_001474,360,2,668.13,2,3,3,8,Loyal Customers
cust_001476,456,1,204.11,1,1,1,3,Needs Attention
cust_001477,174,2,1822.49,3,3,4,10,Champions
cust_001478,10,3,892.62,4,4,3,11,Champions
cust_001480,227,2,2675.19,3,3,4,10,Champions
cust_001481,132,2,3080.23,3,3,4,10,Champions
cust_001482,707,1,1926.55,1,1,4,6,Potential Loyalists
cust_001484,79,2,287.01,4,3,2,9,Loyal Customers
cust_001485,245,2,296.08,2,3,2,7,Potential Loyalists
cust_001487,333,2,3333.44,2,3,4,9,Loyal Customers
cust_001490,159,2,2031.93,3,3,4,10,Champions
cust_001491,168,1,139.47,3,1,1,5,Needs Attention
cust_001492,48,1,117.25,4,1,1,6,Potential Loyalists
cust_001494,21,2,578.21,4,3,2,9,Loyal Customers
cust_001495,54,2,387.20000000000005,4,3,2,9,Loyal Customers
cust_001497,410,2,249.0,2,3,2,7,Potential Loyalists
cust_001499,24,2,626.28,4,3,3,10,Champions
cust_001500,154,2,175.73999999999998,3,3,1,7,Potential Loyalists
cust_001501,484,2,771.0699999999999,1,3,3,7,Potential Loyalists
cust_001502,73,4,1281.43,4,4,3,11,Champions
cust_001504,102,2,530.55,3,3,2,8,Loyal Customers
cust_001505,566,2,417.5,1,3,2,6,Potential Loyalists
cust_001506,2,1,946.67,4,1,3,8,Loyal Customers
cust_001507,495,2,4211.65,1,3,4,8,Loyal Customers
cust_001508,356,1,2444.14,2,1,4,7,Potential Loyalists
cust_001509,593,1,2394.07,1,1,4,6,Potential Loyalists
cust_001511,322,1,111.37,2,1,1,4,Needs Attention
cust_001513,656,1,240.19,1,1,1,3,Needs Attention
cust_001514,578,1,69.63,1,1,1,3,Needs Attention
cust_001515,298,2,616.48,2,3,3,8,Loyal Customers
cust_001516,84,1,446.2000000000001,4,1,2,7,Potential Loyalists
cust_001517,34,3,1416.07,4,4,3,11,Champions
cust_001518,304,1,293.15,2,1,2,5,Needs Attention
cust_001519,61,2,1171.89,4,3,3,10,Champions
cust_001520,696,1,41.790000000000006,1,1,1,3,Needs Attention
cust_001521,271,3,620.3900000000001,2,4,3,9,Loyal Customers
cust_001523,15,1,822.91,4,1,3,8,Loyal Customers
cust_001524,253,3,533.97,2,4,2,8,Loyal Customers
cust_001525,90,3,2878.1499999999996,4,4,4,12,Champions
cust_001526,371,2,248.58,2,3,2,7,Potential Loyalists
cust_001528,619,2,651.6600000000001,1,3,3,7,Potential Loyalists
cust_001529,78,2,913.5,4,3,3,10,Champions
cust_001531,36,4,4013.3,4,4,4,12,Champions
cust_001532,61,1,1060.6,4,1,3,8,Loyal Customers
cust_001536,263,2,836.23,2,3,3,8,Loyal Customers
cust_001537,188,3,2626.11,3,4,4,11,Champions
cust_001538,36,2,918.61,4,3,3,10,Champions
cust_001539,391,1,1669.7400000000002,2,1,3,6,Potential Loyalists
cust_001540,411,1,57.05,2,1,1,4,Needs Attention
cust_001541,609,1,97.22,1,1,1,3,Needs Attention
cust_001542,593,1,1070.53,1,1,3,5,At Risk (high value)
cust_001543,473,1,309.58,1,1,2,4,Needs Attention
cust_001545,351,2,329.01,2,3,2,7,Potential Loyalists
cust_001546,37,2,3064.6,4,3,4,11,Champions
cust_001547,330,1,425.56,2,1,2,5,Needs Attention
cust_001548,25,3,315.07,4,4,2,10,Champions
cust_001549,238,1,259.36,3,1,2,6,Potential Loyalists
cust_001550,81,3,358.03999999999996,4,4,2,10,Champions
cust_001551,128,3,3041.0200000000004,3,4,4,11,Champions
cust_001552,308,1,191.6,2,1,1,4,Needs Attention
cust_001553,529,1,2315.6000000000004,1,1,4,6,Potential Loyalists
cust_001555,55,2,2113.12,4,3,4,11,Champions
cust_001556,29,2,2138.9500000000003,4,3,4,11,Champions
cust_001558,339,2,391.77,2,3,2,7,Potential Loyalists
cust_001559,349,2,617.6,2,3,3,8,Loyal Customers
cust_001560,40,2,766.6000000000001,4,3,3,10,Champions
cust_001561,45,3,2418.1,4,4,4,12,Champions
cust_001562,609,1,42.97,1,1,1,3,Needs Attention
cust_001563,227,2,2652.02,3,3,4,10,Champions
cust_001564,112,2,1587.05,3,3,3,9,Loyal Customers
cust_001565,76,2,499.86,4,3,2,9,Loyal Customers
cust_001567,385,2,596.4200000000001,2,3,3,8,Loyal Customers
cust_001568,54,1,839.37,4,1,3,8,Loyal Customers
cust_001569,356,1,48.73,2,1,1,4,Needs Attention
cust_001571,434,1,187.44,1,1,1,3,Needs Attention
cust_001573,17,1,215.29,4,1,1,6,Potential Loyalists
cust_001574,15,2,359.88,4,3,2,9,Loyal Customers
cust_001575,184,1,339.64,3,1,2,6,Potential Loyalists
cust_001577,14,2,2874.29,4,3,4,11,Champions
cust_001578,286,1,3243.52,2,1,4,7,Potential Loyalists
cust_001581,286,2,1257.81,2,3,3,8,Loyal Customers
cust_001582,704,1,190.65,1,1,1,3,Needs Attention
cust_001583,243,1,316.82,2,1,2,5,Needs Attention
cust_001585,701,2,423.58000000000004,1,3,2,6,Potential Loyalists
cust_001587,65,2,3166.04,4,3,4,11,Champions
cust_001588,238,1,736.17,3,1,3,7,Potential Loyalists
cust_001589,69,2,3567.6400000000003,4,3,4,11,Champions
cust_001590,103,2,3821.5199999999995,3,3,4,10,Champions
cust_001591,227,1,62.190000000000005,3,1,1,5,Needs Attention
cust_001592,410,1,2827.86,2,1,4,7,Potential Loyalists
cust_001596,297,2,431.0,2,3,2,7,Potential Loyalists
cust_001597,468,1,72.44,1,1,1,3,Needs Attention
cust_001600,362,2,214.76,2,3,1,6,Potential Loyalists
cust_001601,652,1,110.84,1,1,1,3,Needs Attention
cust_001603,395,1,396.31,2,1,2,5,Needs Attention
cust_001604,509,1,1418.73,1,1,3,5,At Risk (high value)
cust_001605,3,2,2151.7799999999997,4,3,4,11,Champions
cust_001607,385,2,2105.25,2,3,4,9,Loyal Customers
cust_001609,239,2,683.0,3,3,3,9,Loyal Customers
cust_001610,447,1,1171.98,1,1,3,5,At Risk (high value)
cust_001612,685,1,327.98,1,1,2,4,Needs Attention
cust_001613,106,3,1238.31,3,4,3,10,Champions
cust_001614,706,1,548.8,1,1,2,4,Needs Attention
cust_001615,316,1,261.4,2,1,2,5,Needs Attention
cust_001616,308,1,1020.12,2,1,3,6,Potential Loyalists
cust_001617,308,1,26.59,2,1,1,4,Needs Attention
cust_001618,408,1,206.97,2,1,1,4,Needs Attention
cust_001619,161,2,637.8299999999999,3,3,3,9,Loyal Customers
cust_001620,208,6,3506.17,3,4,4,11,Champions
cust_001622,342,2,2033.41,2,3,4,9,Loyal Customers
cust_001625,356,2,226.84,2,3,1,6,Potential Loyalists
cust_001626,371,1,106.22,2,1,1,4,Needs Attention
cust_001627,266,2,2459.0699999999997,2,3,4,9,Loyal Customers
cust_001628,322,1,686.48,2,1,3,6,Potential Loyalists
cust_001629,105,3,1783.1,3,4,4,11,Champions
cust_001630,37,1,221.25,4,1,1,6,Potential Loyalists
cust_001631,590,1,166.54999999999998,1,1,1,3,Needs Attention
cust_001633,155,2,173.14999999999998,3,3,1,7,Potential Loyalists
cust_001635,60,2,1250.87,4,3,3,10,Champions
cust_001636,61,3,3519.22,4,4,4,12,Champions
cust_001637,308,1,160.17999999999998,2,1,1,4,Needs Attention
cust_001638,452,1,194.88,1,1,1,3,Needs Attention
cust_001639,712,1,1824.52,1,1,4,6,Potential Loyalists
cust_001640,194,1,245.5,3,1,2,6,Potential Loyalists
cust_001641,627,1,1031.3,1,1,3,5,At Risk (high value)
cust_001644,495,1,1969.52,1,1,4,6,Potential Loyalists
cust_001645,265,4,2249.01,2,4,4,10,Champions
cust_001646,41,4,1612.87,4,4,3,11,Champions
cust_001647,146,2,511.37,3,3,2,8,Loyal Customers
cust_001648,191,2,1091.81,3,3,3,9,Loyal Customers
cust_001649,671,2,378.71000000000004,1,3,2,6,Potential Loyalists
cust_001650,197,1,195.69,3,1,1,5,Needs Attention
cust_001651,620,1,1371.43,1,1,3,5,At Risk (high value)
cust_001652,419,2,2467.29,2,3,4,9,Loyal Customers
cust_001653,217,1,230.99,3,1,1,5,Needs Attention
cust_001654,597,1,581.62,1,1,3,5,At Risk (high value)
cust_001655,91,1,2851.65,4,1,4,9,Loyal Customers
cust_001656,287,3,3680.38,2,4,4,10,Champions
cust_001657,461,1,2658.6600000000003,1,1,4,6,Potential Loyalists
cust_001658,187,2,570.9,3,3,2,8,Loyal Customers
cust_001659,188,1,150.01,3,1,1,5,Needs Attention
cust_001660,193,2,433.65,3,3,2,8,Loyal Customers
cust_001661,466,1,154.81,1,1,1,3,Needs Attention
cust_001663,174,3,1639.14,3,4,3,10,Champions
cust_001664,488,1,946.07,1,1,3,5,At Risk (high value)
cust_001665,703,1,2055.0,1,1,4,6,Potential Loyalists
cust_001666,71,2,840.1700000000001,4,3,3,10,Champions
cust_001667,231,4,3525.1,3,4,4,11,Champions
cust_001668,328,1,219.06,2,1,1,4,Needs Attention
cust_001669,631,1,94.35,1,1,1,3,Needs Attention
cust_001671,377,1,130.6,2,1,1,4,Needs Attention
cust_001672,381,1,2743.4500000000003,2,1,4,7,Potential Loyalists
cust_001673,4,3,3742.2599999999998,4,4,4,12,Champions
cust_001674,335,2,2852.5,2,3,4,9,Loyal Customers
cust_001676,482,1,177.58,1,1,1,3,Needs Attention
cust_001677,315,2,3183.3500000000004,2,3,4,9,Loyal Customers
cust_001678,172,3,1673.74,3,4,3,10,Champions
cust_001679,153,3,2564.56,3,4,4,11,Champions
cust_001680,510,1,1199.77,1,1,3,5,At Risk (high value)
cust_001681,108,1,106.24,3,1,1,5,Needs Attention
cust_001682,113,2,186.60000000000002,3,3,1,7,Potential Loyalists
cust_001685,651,1,24.25,1,1,1,3,Needs Attention
cust_001686,575,1,785.65,1,1,3,5,At Risk (high value)
cust_001687,40,2,543.12,4,3,2,9,Loyal Customers
cust_001689,26,4,6016.2,4,4,4,12,Champions
cust_001690,177,3,2359.4900000000002,3,4,4,11,Champions
cust_001693,167,2,393.73,3,3,2,8,Loyal Customers
cust_001695,273,2,1522.96,2,3,3,8,Loyal Customers
cust_001696,215,1,82.77,3,1,1,5,Needs Attention
cust_001699,349,1,132.05,2,1,1,4,Needs Attention
cust_001700,157,1,552.23,3,1,2,6,Potential Loyalists
cust_001701,292,1,349.07000000000005,2,1,2,5,Needs Attention
cust_001702,472,1,1339.89,1,1,3,5,At Risk (high value)
cust_001704,572,1,177.97,1,1,1,3,Needs Attention
cust_001706,162,2,2404.74,3,3,4,10,Champions
cust_001707,106,1,215.84,3,1,1,5,Needs Attention
cust_001708,15,1,258.94,4,1,2,7,Potential Loyalists
cust_001709,18,2,789.49,4,3,3,10,Champions
cust_001711,9,2,262.90000000000003,4,3,2,9,Loyal Customers
cust_001712,76,1,472.63,4,1,2,7,Potential Loyalists
cust_001715,250,2,3911.58,2,3,4,9,Loyal Customers
cust_001716,284,2,110.03,2,3,1,6,Potential Loyalists
cust_001717,342,2,1919.88,2,3,4,9,Loyal Customers
cust_001718,83,1,370.31,4,1,2,7,Potential Loyalists
cust_001719,285,1,76.79,2,1,1,4,Needs Attention
cust_001721,61,4,896.62,4,4,3,11,Champions
cust_001723,371,1,137.47,2,1,1,4,Needs Attention
cust_001724,208,4,2941.4199999999996,3,4,4,11,Champions
cust_001725,78,4,2076.14,4,4,4,12,Champions
cust_001726,695,1,267.66,1,1,2,4,Needs Attention
cust_001727,262,1,123.03,2,1,1,4,Needs Attention
cust_001728,550,1,209.64,1,1,1,3,Needs Attention
cust_001733,21,2,1290.53,4,3,3,10,Champions
cust_001734,96,4,2781.82,4,4,4,12,Champions
cust_001735,725,1,542.78,1,1,2,4,Needs Attention
cust_001736,287,1,724.6,2,1,3,6,Potential Loyalists
cust_001737,541,1,122.6,1,1,1,3,Needs Attention
cust_001738,678,1,307.85,1,1,2,4,Needs Attention
cust_001740,307,1,165.75,2,1,1,4,Needs Attention
cust_001741,161,2,3259.6200000000003,3,3,4,10,Champions
cust_001742,175,2,180.05,3,3,1,7,Potential Loyalists
cust_001744,648,1,108.33,1,1,1,3,Needs Attention
cust_001745,385,1,224.28,2,1,1,4,Needs Attention
cust_001746,337,2,431.87,2,3,2,7,Potential Loyalists
cust_001749,293,2,620.1600000000001,2,3,3,8,Loyal Customers
cust_001750,223,3,1023.56,3,4,3,10,Champions
cust_001751,85,2,411.65,4,3,2,9,Loyal Customers
cust_001752,38,1,2398.8100000000004,4,1,4,9,Loyal Customers
cust_001753,204,2,2315.79,3,3,4,10,Champions
cust_001754,4,3,1631.27,4,4,3,11,Champions
cust_001755,299,2,2164.99,2,3,4,9,Loyal Customers
cust_001756,35,3,409.16,4,4,2,10,Champions
cust_001757,78,4,4105.56,4,4,4,12,Champions
cust_001758,332,1,69.9,2,1,1,4,Needs Attention
cust_001759,79,1,93.09,4,1,1,6,Potential Loyalists
cust_001760,474,1,222.95,1,1,1,3,Needs Attention
cust_001761,30,1,64.28999999999999,4,1,1,6,Potential Loyalists
cust_001762,113,2,378.45,3,3,2,8,Loyal Customers
cust_001763,442,2,1861.19,1,3,4,8,Loyal Customers
cust_001764,40,3,1140.3400000000001,4,4,3,11,Champions
cust_001766,346,1,560.11,2,1,2,5,Needs Attention
cust_001770,185,1,789.38,3,1,3,7,Potential Loyalists
cust_001771,122,1,254.31,3,1,2,6,Potential Loyalists
cust_001772,53,3,647.1700000000001,4,4,3,11,Champions
cust_001773,48,3,1965.63,4,4,4,12,Champions
cust_001774,392,3,3396.6400000000003,2,4,4,10,Champions
cust_001776,421,1,1255.23,2,1,3,6,Potential Loyalists
cust_001777,44,3,734.99,4,4,3,11,Champions
cust_001778,1,2,1814.2099999999998,4,3,4,11,Champions
cust_001779,162,3,853.1,3,4,3,10,Champions
cust_001780,109,2,340.66,3,3,2,8,Loyal Customers
cust_001781,560,2,725.91,1,3,3,7,Potential Loyalists
cust_001782,29,2,3817.7200000000003,4,3,4,11,Champions
cust_001784,526,2,657.86,1,3,3,7,Potential Loyalists
cust_001785,373,1,142.04,2,1,1,4,Needs Attention
cust_001786,413,1,163.98,2,1,1,4,Needs Attention
cust_001787,158,3,916.3800000000001,3,4,3,10,Champions
cust_001788,377,1,84.3,2,1,1,4,Needs Attention
cust_001789,114,3,861.26,3,4,3,10,Champions
cust_001790,703,1,2845.39,1,1,4,6,Potential Loyalists
cust_001792,274,2,2095.38,2,3,4,9,Loyal Customers
cust_001793,7,2,1410.85,4,3,3,10,Champions
cust_001794,525,1,2098.12,1,1,4,6,Potential Loyalists
cust_001796,119,1,136.29,3,1,1,5,Needs Attention
cust_001797,357,2,2151.42,2,3,4,9,Loyal Customers
cust_001798,12,2,391.04,4,3,2,9,Loyal Customers
cust_001799,722,1,119.67,1,1,1,3,Needs Attention
cust_001800,253,2,2220.55,2,3,4,9,Loyal Customers
cust_001801,140,1,72.83999999999999,3,1,1,5,Needs Attention
cust_001802,303,2,1770.96,2,3,4,9,Loyal Customers
cust_001803,47,1,499.88,4,1,2,7,Potential Loyalists
cust_001804,679,1,222.5,1,1,1,3,Needs Attention
cust_001806,58,3,216.54000000000002,4,4,1,9,Loyal Customers
cust_001809,267,2,368.7,2,3,2,7,Potential Loyalists
cust_001810,268,2,532.36,2,3,2,7,Potential Loyalists
cust_001811,433,1,246.96,1,1,2,4,Needs Attention
cust_001812,362,2,533.4300000000001,2,3,2,7,Potential Loyalists
cust_001813,228,2,424.08,3,3,2,8,Loyal Customers
cust_001814,53,1,606.5799999999999,4,1,3,8,Loyal Customers
cust_001815,416,1,484.54,2,1,2,5,Needs Attention
cust_001816,421,2,1019.05,2,3,3,8,Loyal Customers
cust_001817,213,1,256.65000000000003,3,1,2,6,Potential Loyalists
cust_001818,382,1,1486.9,2,1,3,6,Potential Loyalists
cust_001819,131,2,351.77,3,3,2,8,Loyal Customers
cust_001820,729,1,29.27,1,1,1,3,Needs Attention
cust_001821,27,1,2380.0,4,1,4,9,Loyal Customers
cust_001823,88,4,2930.25,4,4,4,12,Champions
cust_001824,466,1,2510.9,1,1,4,6,Potential Loyalists
cust_001826,556,1,1271.85,1,1,3,5,At Risk (high value)
cust_001827,200,2,235.6,3,3,1,7,Potential Loyalists
cust_001828,7,3,1459.8,4,4,3,11,Champions
cust_001829,98,2,2834.41,3,3,4,10,Champions
cust_001830,290,1,794.91,2,1,3,6,Potential Loyalists
cust_001831,213,2,445.64,3,3,2,8,Loyal Customers
cust_001832,272,2,738.02,2,3,3,8,Loyal Customers
cust_001834,211,1,2785.36,3,1,4,8,Loyal Customers
cust_001837,190,1,2284.06,3,1,4,8,Loyal Customers
cust_001838,352,1,228.94,2,1,1,4,Needs Attention
cust_001839,453,1,55.22,1,1,1,3,Needs Attention
cust_001840,658,1,49.58,1,1,1,3,Needs Attention
cust_001841,82,2,1601.44,4,3,3,10,Champions
cust_001842,180,2,523.35,3,3,2,8,Loyal Customers
cust_001843,62,3,3105.29,4,4,4,12,Champions
cust_001844,648,1,2526.97,1,1,4,6,Potential Loyalists
cust_001845,255,2,814.6,2,3,3,8,Loyal Customers
cust_001846,388,2,150.48000000000002,2,3,1,6,Potential Loyalists
cust_001847,370,1,183.77,2,1,1,4,Needs Attention
cust_001848,94,3,316.75,4,4,2,10,Champions
cust_001849,12,3,569.93,4,4,2,10,Champions
cust_001850,586,1,82.23,1,1,1,3,Needs Attention
cust_001851,241,1,330.33,3,1,2,6,Potential Loyalists
cust_001852,107,1,159.78,3,1,1,5,Needs Attention
cust_001853,201,1,460.51,3,1,2,6,Potential Loyalists
cust_001854,216,3,2512.6400000000003,3,4,4,11,Champions
cust_001855,585,1,376.0,1,1,2,4,Needs Attention
cust_001856,315,2,1736.78,2,3,3,8,Loyal Customers
cust_001857,146,2,361.54999999999995,3,3,2,8,Loyal Customers
cust_001858,712,1,2096.37,1,1,4,6,Potential Loyalists
cust_001859,171,1,279.62,3,1,2,6,Potential Loyalists
cust_001860,182,3,668.5999999999999,3,4,3,10,Champions
cust_001861,293,2,3148.8100000000004,2,3,4,9,Loyal Customers
cust_001863,312,1,383.47,2,1,2,5,Needs Attention
cust_001864,479,1,131.55,1,1,1,3,Needs Attention
cust_001865,500,1,54.790000000000006,1,1,1,3,Needs Attention
cust_001867,435,1,892.25,1,1,3,5,At Risk (high value)
cust_001868,33,3,1980.1100000000001,4,4,4,12,Champions
cust_001871,624,1,30.25,1,1,1,3,Needs Attention
cust_001872,286,3,399.81,2,4,2,8,Loyal Customers
cust_001873,183,2,1451.46,3,3,3,9,Loyal Customers
cust_001874,195,1,535.4,3,1,2,6,Potential Loyalists
cust_001875,237,4,4136.78,3,4,4,11,Champions
cust_001876,79,1,2362.07,4,1,4,9,Loyal Customers
cust_001877,90,3,1125.53,4,4,3,11,Champions
cust_001878,249,2,390.36,2,3,2,7,Potential Loyalists
cust_001879,28,2,102.58,4,3,1,8,Loyal Customers
cust_001881,63,3,770.35,4,4,3,11,Champions
cust_001882,509,1,678.22,1,1,3,5,At Risk (high value)
cust_001883,20,2,636.22,4,3,3,10,Champions
cust_001884,59,4,798.83,4,4,3,11,Champions
cust_001885,237,3,3147.15,3,4,4,11,Champions
cust_001886,656,1,113.58,1,1,1,3,Needs Attention
cust_001887,18,2,238.33,4,3,1,8,Loyal Customers
cust_001888,129,1,266.73,3,1,2,6,Potential Loyalists
cust_001892,180,3,2541.22,3,4,4,11,Champions
cust_001893,575,2,1392.27,1,3,3,7,Potential Loyalists
cust_001894,11,2,2218.1299999999997,4,3,4,11,Champions
cust_001895,349,3,632.24,2,4,3,9,Loyal Customers
cust_001896,94,2,650.33,4,3,3,10,Champions
cust_001897,307,2,342.1,2,3,2,7,Potential Loyalists
cust_001898,22,1,131.29999999999998,4,1,1,6,Potential Loyalists
cust_001899,660,1,772.4,1,1,3,5,At Risk (high value)
cust_001900,141,3,2763.66,3,4,4,11,Champions
cust_001902,181,2,644.59,3,3,3,9,Loyal Customers
cust_001903,439,2,883.6099999999999,1,3,3,7,Potential Loyalists
cust_001904,410,1,358.13,2,1,2,5,Needs Attention
cust_001906,183,4,4146.0599999999995,3,4,4,11,Champions
cust_001907,17,5,3485.24,4,4,4,12,Champions
cust_001908,556,2,570.46,1,3,2,6,Potential Loyalists
cust_001909,173,3,389.33,3,4,2,9,Loyal Customers
cust_001910,364,2,2561.6200000000003,2,3,4,9,Loyal Customers
cust_001912,423,2,2929.45,2,3,4,9,Loyal Customers
cust_001913,191,3,347.08,3,4,2,9,Loyal Customers
cust_001914,309,2,2220.47,2,3,4,9,Loyal Customers
cust_001915,613,1,252.75,1,1,2,4,Needs Attention
cust_001916,78,2,418.87,4,3,2,9,Loyal Customers
cust_001917,193,2,179.46,3,3,1,7,Potential Loyalists
cust_001918,207,1,1472.72,3,1,3,7,Potential Loyalists
cust_001919,199,2,2704.0299999999997,3,3,4,10,Champions
cust_001920,322,2,1972.1399999999999,2,3,4,9,Loyal Customers
cust_001922,115,1,896.32,3,1,3,7,Potential Loyalists
cust_001924,358,1,309.89,2,1,2,5,Needs Attention
cust_001925,67,3,320.79,4,4,2,10,Champions
cust_001927,46,2,556.15,4,3,2,9,Loyal Customers
cust_001928,34,2,2282.5,4,3,4,11,Champions
cust_001929,529,1,30.24,1,1,1,3,Needs Attention
cust_001930,15,1,1269.76,4,1,3,8,Loyal Customers
cust_001931,233,2,2815.85,3,3,4,10,Champions
cust_001932,154,4,2811.8600000000006,3,4,4,11,Champions
cust_001933,548,1,544.31,1,1,2,4,Needs Attention
cust_001934,153,1,1965.21,3,1,4,8,Loyal Customers
cust_001935,689,1,1593.86,1,1,3,5,At Risk (high value)
cust_001936,98,3,2275.74,3,4,4,11,Champions
cust_001937,291,1,1047.98,2,1,3,6,Potential Loyalists
cust_001938,105,2,378.66999999999996,3,3,2,8,Loyal Customers
cust_001939,96,2,149.18,4,3,1,8,Loyal Customers
cust_001940,720,1,405.7600000000001,1,1,2,4,Needs Attention
cust_001941,183,1,986.34,3,1,3,7,Potential Loyalists
cust_001942,374,3,497.66,2,4,2,8,Loyal Customers
cust_001945,503,1,175.77,1,1,1,3,Needs Attention
cust_001946,21,3,3185.17,4,4,4,12,Champions
cust_001948,340,2,860.49,2,3,3,8,Loyal Customers
cust_001949,224,2,135.68,3,3,1,7,Potential Loyalists
cust_001950,117,1,341.66,3,1,2,6,Potential Loyalists
cust_001951,268,1,759.59,2,1,3,6,Potential Loyalists
cust_001953,24,2,212.97,4,3,1,8,Loyal Customers
cust_001954,720,1,48.010000000000005,1,1,1,3,Needs Attention
cust_001956,432,1,1948.15,1,1,4,6,Potential Loyalists
cust_001958,129,1,985.73,3,1,3,7,Potential Loyalists
cust_001959,395,1,1299.31,2,1,3,6,Potential Loyalists
cust_001960,100,4,1979.71,3,4,4,11,Champions
cust_001961,168,1,289.24,3,1,2,6,Potential Loyalists
cust_001963,625,1,577.72,1,1,2,4,Needs Attention
cust_001966,633,1,422.61,1,1,2,4,Needs Attention
cust_001967,169,1,170.99,3,1,1,5,Needs Attention
cust_001968,179,1,2066.16,3,1,4,8,Loyal Customers
cust_001969,537,1,408.72,1,1,2,4,Needs Attention
cust_001970,491,2,2305.66,1,3,4,8,Loyal Customers
cust_001971,88,1,1519.38,4,1,3,8,Loyal Customers
cust_001973,99,2,868.96,3,3,3,9,Loyal Customers
cust_001974,462,1,147.01,1,1,1,3,Needs Attention
