order_id,customer_id,customer_state,product_category,price,freight_value,payment_type,payment_installments,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,delivery_days,is_late,review_score
ord_006197,cust_005785,GO,garden_tools,215.42,21.67,credit_card,4,2023-03-09,2023-03-15,2023-03-20,6,0,4.0
ord_004176,cust_005454,RS,toys,106.47,14.6,debit_card,1,2023-03-09,2023-03-18,2023-03-23,9,0,3.0
ord_008381,cust_005873,SP,electronics,1515.39,117.84,credit_card,4,2023-03-09,2023-03-18,2023-03-23,9,0,5.0
ord_007188,cust_003808,GO,fashion,63.08,4.04,credit_card,4,2023-03-09,2023-03-12,2023-03-17,3,0,5.0
ord_007009,cust_001394,SC,fashion,165.04,22.56,credit_card,4,2023-03-09,2023-03-14,2023-03-19,5,0,2.0
ord_007028,cust_007574,SP,electronics,999.22,126.78,voucher,1,2023-03-09,2023-03-15,2023-03-19,6,0,1.0
ord_007284,cust_003057,PE,sports_leisure,383.57,28.18,credit_card,9,2023-03-09,2023-03-12,2023-03-17,3,0,4.0
ord_011914,cust_007061,RS,computers_accessories,955.18,40.81,boleto,1,2023-03-09,2023-03-17,2023-03-22,8,0,5.0
ord_010159,cust_007050,RJ,electronics,2384.87,99.75,credit_card,3,2023-03-09,2023-03-17,2023-03-22,8,0,5.0
ord_006243,cust_004141,SP,electronics,715.47,38.77,voucher,1,2023-03-09,2023-03-12,2023-03-17,3,0,5.0
ord_003925,cust_001234,RS,computers_accessories,1585.41,116.66,credit_card,2,2023-03-10,2023-03-13,2023-03-18,3,0,1.0
ord_000101,cust_008110,RJ,electronics,1171.75,64.82,credit_card,9,2023-03-10,2023-03-17,2023-03-22,7,0,4.0
ord_009222,cust_005974,SP,fashion,318.75,40.91,boleto,1,2023-03-10,2023-03-14,2023-03-19,4,0,4.0
ord_002968,cust_006091,RJ,housewares,190.98,13.01,credit_card,7,2023-03-10,2023-03-17,2023-03-22,7,0,5.0
ord_004868,cust_005730,CE,garden_tools,74.7,3.1,credit_card,8,2023-03-10,2023-03-17,2023-03-21,7,0,4.0
ord_011128,cust_008050,MG,electronics,1879.98,78.35,boleto,1,2023-03-10,2023-03-14,2023-03-18,4,0,4.0
ord_001336,cust_001007,PR,beauty_health,165.13,13.31,boleto,1,2023-03-10,2023-03-14,2023-03-19,4,0,5.0
ord_004764,cust_008411,SC,computers_accessories,1082.05,62.42,credit_card,7,2023-03-10,2023-03-15,2023-03-20,5,0,4.0
ord_011906,cust_004001,GO,fashion,101.68,4.34,credit_card,1,2023-03-10,2023-03-19,2023-03-24,9,0,4.0
ord_004228,cust_007331,SP,housewares,120.7,12.26,credit_card,7,2023-03-10,2023-03-12,2023-03-17,2,0,4.0
ord_000193,cust_002811,GO,electronics,1477.94,129.57,credit_card,2,2023-03-10,2023-03-19,2023-03-24,9,0,5.0
ord_011414,cust_000879,MG,beauty_health,35.87,5.33,boleto,1,2023-03-10,2023-03-16,2023-03-21,6,0,5.0
ord_003321,cust_007846,GO,electronics,2425.88,239.71,boleto,1,2023-03-10,2023-03-14,2023-03-19,4,0,5.0
ord_009623,cust_001556,SP,computers_accessories,1789.68,227.01,credit_card,3,2023-03-10,2023-03-16,2023-03-21,6,0,1.0
ord_000572,cust_002745,SC,beauty_health,140.55,15.72,credit_card,5,2023-03-10,2023-03-17,2023-03-22,7,0,4.0
ord_005570,cust_008433,BA,toys,141.74,6.86,boleto,1,2023-03-10,2023-03-15,2023-03-20,5,0,1.0
ord_002507,cust_001325,RJ,fashion,183.72,20.96,credit_card,3,2023-03-10,2023-03-14,2023-03-19,4,0,5.0
ord_000985,cust_002717,SP,sports_leisure,43.38,5.6,credit_card,8,2023-03-10,2023-03-19,2023-03-24,9,0,5.0
ord_009080,cust_008676,SP,fashion,401.31,27.56,voucher,1,2023-03-11,2023-03-14,2023-03-19,3,0,5.0
ord_008983,cust_004276,RJ,computers_accessories,789.12,27.06,credit_card,2,2023-03-11,2023-03-17,2023-03-22,6,0,5.0
ord_004472,cust_008745,RS,sports_leisure,477.93,33.6,debit_card,1,2023-03-11,2023-03-18,2023-03-23,7,0,4.0
ord_003976,cust_008112,PE,beauty_health,37.19,1.57,credit_card,9,2023-03-11,2023-03-16,2023-03-21,5,0,4.0
ord_009960,cust_002337,RS,fashion,37.11,1.66,credit_card,6,2023-03-11,2023-03-20,2023-03-24,9,0,4.0
ord_010078,cust_002538,SP,books,71.29,9.66,credit_card,8,2023-03-11,2023-03-15,2023-03-20,4,0,1.0
ord_010731,cust_004478,SP,housewares,128.7,4.09,credit_card,5,2023-03-11,2023-03-16,2023-03-21,5,0,3.0
ord_000768,cust_002739,PE,sports_leisure,199.99,25.74,credit_card,5,2023-03-11,2023-03-16,2023-03-21,5,0,5.0
ord_006513,cust_000328,SC,beauty_health,209.32,8.17,credit_card,3,2023-03-11,2023-03-14,2023-03-19,3,0,5.0
ord_007105,cust_003179,RS,beauty_health,148.37,9.83,boleto,1,2023-03-11,2023-03-21,2023-03-25,10,0,4.0
ord_010462,cust_007612,SC,beauty_health,225.0,19.4,credit_card,2,2023-03-11,2023-03-20,2023-03-25,9,0,5.0
ord_010734,cust_004427,PE,beauty_health,62.33,5.18,credit_card,7,2023-03-11,2023-03-13,2023-03-18,2,0,4.0
ord_004023,cust_003791,MG,electronics,2143.91,178.8,credit_card,5,2023-03-11,2023-03-13,2023-03-18,2,0,4.0
ord_000731,cust_005126,SP,garden_tools,148.27,12.23,credit_card,9,2023-03-11,2023-03-19,2023-03-24,8,0,2.0
ord_005758,cust_005565,PR,housewares,67.51,4.2,credit_card,2,2023-03-11,2023-03-18,2023-03-23,7,0,5.0
ord_011746,cust_005969,SC,garden_tools,81.33,6.8,credit_card,5,2023-03-11,2023-03-20,2023-03-25,9,0,5.0
ord_003320,cust_002606,SP,garden_tools,122.14,17.28,boleto,1,2023-03-11,2023-03-19,2023-03-24,8,0,1.0
ord_006411,cust_000312,SP,housewares,171.86,23.86,boleto,1,2023-03-11,2023-03-14,2023-03-19,3,0,4.0
ord_005207,cust_002118,BA,beauty_health,92.62,5.97,credit_card,7,2023-03-11,2023-03-20,2023-03-22,9,0,5.0
ord_011205,cust_008955,SP,housewares,172.94,18.43,boleto,1,2023-03-12,2023-03-15,2023-03-20,3,0,2.0
ord_009431,cust_001278,RS,fashion,193.37,9.37,credit_card,6,2023-03-12,2023-03-17,2023-03-22,5,0,4.0
ord_000030,cust_001899,GO,computers_accessories,687.73,84.67,credit_card,1,2023-03-12,2023-03-19,2023-03-24,7,0,4.0
ord_005021,cust_000731,GO,electronics,1480.83,220.49,credit_card,6,2023-03-12,2023-03-17,2023-03-22,5,0,5.0
ord_009610,cust_008718,RJ,electronics,1663.64,166.18,credit_card,2,2023-03-12,2023-03-20,2023-03-23,8,0,3.0
ord_005724,cust_005515,PE,beauty_health,77.69,8.84,credit_card,9,2023-03-12,2023-03-20,2023-03-25,8,0,4.0
ord_001441,cust_004197,CE,fashion,398.13,51.12,credit_card,2,2023-03-12,2023-03-19,2023-03-24,7,0,5.0
ord_003664,cust_003340,MG,electronics,1168.17,165.42,credit_card,3,2023-03-12,2023-03-16,2023-03-21,4,0,4.0
ord_000723,cust_000638,SP,fashion,57.55,6.97,credit_card,4,2023-03-12,2023-03-16,2023-03-21,4,0,5.0
ord_009971,cust_006513,CE,garden_tools,148.87,12.16,credit_card,1,2023-03-12,2023-03-15,2023-03-19,3,0,5.0
ord_001997,cust_006420,GO,fashion,340.47,22.66,boleto,1,2023-03-12,2023-03-22,2023-03-20,10,1,2.0
ord_003306,cust_008708,PE,electronics,2050.02,303.67,credit_card,5,2023-03-12,2023-03-18,2023-03-23,6,0,3.0
ord_006577,cust_008864,SP,sports_leisure,211.91,7.64,boleto,1,2023-03-12,2023-03-14,2023-03-19,2,0,4.0
ord_009514,cust_001816,SP,beauty_health,45.01,2.49,credit_card,1,2023-03-12,2023-03-19,2023-03-24,7,0,3.0
ord_006422,cust_000947,RJ,fashion,63.02,2.0,credit_card,5,2023-03-12,2023-03-18,2023-03-23,6,0,5.0
ord_000876,cust_000922,PR,electronics,1630.71,188.62,credit_card,5,2023-03-13,2023-03-20,2023-03-25,7,0,4.0
ord_001723,cust_007285,SC,fashion,374.02,28.07,credit_card,3,2023-03-13,2023-03-15,2023-03-20,2,0,5.0
ord_004741,cust_008938,MG,books,90.0,2.95,credit_card,1,2023-03-13,2023-03-19,2023-03-21,6,0,3.0
ord_011750,cust_008850,SP,furniture,1558.7,133.53,boleto,1,2023-03-13,2023-03-21,2023-03-26,8,0,3.0
ord_008198,cust_004684,SP,electronics,495.76,26.69,boleto,1,2023-03-13,2023-03-22,2023-03-24,9,0,4.0
ord_001500,cust_004780,MG,sports_leisure,490.72,70.78,credit_card,4,2023-03-13,2023-03-18,2023-03-22,5,0,5.0
ord_008794,cust_007637,MG,toys,31.45,1.53,credit_card,1,2023-03-13,2023-03-21,2023-03-26,8,0,4.0
ord_005072,cust_001894,SP,furniture,1900.58,220.87,credit_card,5,2023-03-13,2023-03-15,2023-03-20,2,0,3.0
ord_006146,cust_007653,RJ,electronics,2000.93,111.25,debit_card,1,2023-03-13,2023-03-18,2023-03-23,5,0,5.0
ord_009929,cust_008667,PR,sports_leisure,50.12,6.39,credit_card,3,2023-03-13,2023-03-17,2023-03-22,4,0,5.0
ord_000551,cust_005348,SP,furniture,2159.95,250.66,credit_card,8,2023-03-13,2023-03-15,2023-03-20,2,0,5.0
ord_007933,cust_005499,GO,electronics,733.58,55.36,credit_card,9,2023-03-13,2023-03-21,2023-03-26,8,0,3.0
ord_008976,cust_002179,SC,beauty_health,116.24,6.86,credit_card,4,2023-03-13,2023-03-22,2023-03-27,9,0,4.0
ord_007141,cust_008226,SP,electronics,1455.55,112.43,credit_card,4,2023-03-13,2023-03-18,2023-03-23,5,0,5.0
ord_006845,cust_006523,RJ,housewares,187.0,11.67,credit_card,9,2023-03-13,2023-03-16,2023-03-21,3,0,5.0
ord_007311,cust_005991,MG,toys,178.82,9.43,credit_card,6,2023-03-13,2023-03-22,2023-03-27,9,0,5.0
ord_010167,cust_000158,RJ,garden_tools,188.68,17.41,credit_card,2,2023-03-13,2023-03-22,2023-03-24,9,0,
ord_009313,cust_002292,PR,electronics,1724.74,139.59,credit_card,2,2023-03-13,2023-03-21,2023-03-26,8,0,5.0
ord_010112,cust_003469,SP,beauty_health,240.46,20.2,credit_card,9,2023-03-13,2023-03-18,2023-03-21,5,0,3.0
ord_001955,cust_004839,RS,housewares,90.86,5.49,credit_card,1,2023-03-14,2023-03-19,2023-03-24,5,0,4.0
ord_007974,cust_008759,MG,beauty_health,105.06,5.29,credit_card,2,2023-03-14,2023-03-19,2023-03-24,5,0,5.0
ord_011523,cust_005062,PE,garden_tools,184.38,9.1,credit_card,2,2023-03-14,2023-03-20,2023-03-25,6,0,5.0
ord_006216,cust_001840,RS,toys,45.14,4.44,credit_card,5,2023-03-14,2023-03-22,2023-03-27,8,0,5.0
ord_008563,cust_006034,RJ,sports_leisure,526.91,35.47,boleto,1,2023-03-14,2023-03-19,2023-03-24,5,0,5.0
ord_005704,cust_002637,SC,toys,81.03,4.31,boleto,1,2023-03-14,2023-03-20,2023-03-25,6,0,4.0
ord_002493,cust_008921,PR,fashion,136.17,16.25,credit_card,9,2023-03-14,2023-03-17,2023-03-22,3,0,5.0
ord_002492,cust_004875,RS,computers_accessories,393.84,43.5,credit_card,6,2023-03-14,2023-03-21,2023-03-23,7,0,5.0
ord_006854,cust_002568,SP,electronics,2197.88,309.34,boleto,1,2023-03-14,2023-03-18,2023-03-23,4,0,5.0
ord_011970,cust_000941,RJ,beauty_health,229.99,8.99,credit_card,3,2023-03-14,2023-03-23,2023-03-28,9,0,5.0
ord_001335,cust_004543,GO,garden_tools,84.06,7.39,credit_card,5,2023-03-14,2023-03-20,2023-03-25,6,0,1.0
ord_004711,cust_005185,MG,housewares,286.88,26.98,debit_card,1,2023-03-14,2023-03-17,2023-03-22,3,0,4.0
ord_001040,cust_006852,RJ,beauty_health,210.65,10.96,credit_card,8,2023-03-14,2023-03-21,2023-03-25,7,0,4.0
ord_000595,cust_002871,CE,fashion,72.48,6.73,credit_card,6,2023-03-14,2023-03-17,2023-03-22,3,0,3.0
ord_004970,cust_008465,BA,toys,99.63,12.35,credit_card,1,2023-03-14,2023-03-17,2023-03-22,3,0,4.0
ord_001127,cust_001524,CE,electronics,205.03,6.68,credit_card,8,2023-03-15,2023-03-19,2023-03-24,4,0,5.0
ord_004553,cust_007891,PR,sports_leisure,278.04,17.29,boleto,1,2023-03-15,2023-03-20,2023-03-25,5,0,4.0
ord_005828,cust_007892,SC,sports_leisure,278.71,22.59,credit_card,4,2023-03-15,2023-03-23,2023-03-28,8,0,4.0
ord_002619,cust_007835,RJ,fashion,145.89,20.03,credit_card,1,2023-03-15,2023-03-19,2023-03-24,4,0,4.0
ord_004478,cust_004563,SP,fashion,92.18,13.47,voucher,1,2023-03-15,2023-03-26,2023-03-28,11,0,5.0
ord_011524,cust_007066,MG,furniture,1008.67,121.24,credit_card,5,2023-03-15,2023-03-21,2023-03-26,6,0,1.0
ord_001177,cust_004430,SP,furniture,2023.04,154.15,credit_card,8,2023-03-15,2023-03-17,2023-03-22,2,0,3.0
ord_003493,cust_004841,RJ,electronics,2023.92,116.38,credit_card,2,2023-03-15,2023-03-22,2023-03-25,7,0,5.0
ord_004609,cust_004306,PR,furniture,697.2,100.16,credit_card,8,2023-03-15,2023-03-21,2023-03-26,6,0,4.0
ord_003413,cust_008342,RJ,electronics,2130.66,148.64,credit_card,3,2023-03-15,2023-03-21,2023-03-26,6,0,4.0
ord_006016,cust_007160,RJ,books,57.23,2.87,credit_card,1,2023-03-15,2023-03-21,2023-03-26,6,0,4.0
ord_003436,cust_007610,RS,computers_accessories,736.37,89.27,credit_card,1,2023-03-15,2023-03-18,2023-03-23,3,0,3.0
ord_008821,cust_005319,PR,computers_accessories,612.45,60.94,credit_card,5,2023-03-15,2023-03-23,2023-03-28,8,0,3.0
ord_000751,cust_001296,MG,toys,198.95,15.14,credit_card,9,2023-03-15,2023-03-21,2023-03-26,6,0,3.0
ord_008860,cust_000594,BA,beauty_health,93.44,9.22,boleto,1,2023-03-15,2023-03-24,2023-03-29,9,0,5.0
ord_001388,cust_007424,SP,computers_accessories,99.72,4.24,credit_card,1,2023-03-15,2023-03-21,2023-03-26,6,0,5.0
ord_008449,cust_007978,SP,toys,83.68,5.26,credit_card,9,2023-03-15,2023-03-19,2023-03-24,4,0,5.0
ord_002885,cust_008662,PR,computers_accessories,988.26,57.81,credit_card,1,2023-03-15,2023-03-23,2023-03-27,8,0,5.0
ord_011227,cust_001829,PR,beauty_health,49.97,4.4,credit_card,4,2023-03-15,2023-03-24,2023-03-29,9,0,4.0
ord_011729,cust_002478,SP,garden_tools,232.72,8.79,credit_card,8,2023-03-15,2023-03-21,2023-03-26,6,0,4.0
ord_009647,cust_001415,MG,electronics,1926.44,262.37,credit_card,7,2023-03-15,2023-03-23,2023-03-27,8,0,4.0
ord_008887,cust_005756,SP,furniture,2454.75,92.26,boleto,1,2023-03-15,2023-03-18,2023-03-23,3,0,2.0
ord_004574,cust_005968,SP,sports_leisure,169.79,21.22,boleto,1,2023-03-16,2023-03-23,2023-03-28,7,0,4.0
ord_009854,cust_006344,RJ,sports_leisure,516.81,61.57,credit_card,6,2023-03-16,2023-03-19,2023-03-24,3,0,4.0
ord_002872,cust_005276,SP,books,15.63,1.01,credit_card,6,2023-03-16,2023-03-21,2023-03-26,5,0,5.0
ord_001385,cust_004179,PR,fashion,311.21,13.62,credit_card,9,2023-03-16,2023-03-23,2023-03-28,7,0,5.0
ord_003242,cust_001903,PR,beauty_health,189.31,14.23,credit_card,9,2023-03-16,2023-03-20,2023-03-25,4,0,1.0
ord_000397,cust_002849,RJ,toys,78.93,10.27,credit_card,4,2023-03-16,2023-03-25,2023-03-30,9,0,5.0
ord_011075,cust_001886,SP,fashion,104.04,9.54,credit_card,3,2023-03-16,2023-03-23,2023-03-28,7,0,5.0
ord_011305,cust_005088,SC,books,87.09,9.42,credit_card,7,2023-03-16,2023-03-18,2023-03-23,2,0,5.0
ord_005376,cust_004212,GO,toys,28.09,1.1,credit_card,5,2023-03-16,2023-03-20,2023-03-25,4,0,5.0
ord_006178,cust_008399,RJ,books,78.03,4.03,voucher,1,2023-03-16,2023-03-23,2023-03-28,7,0,4.0
ord_005813,cust_006468,SP,housewares,230.29,14.2,boleto,1,2023-03-16,2023-03-23,2023-03-28,7,0,4.0
ord_003156,cust_002468,RJ,furniture,2271.97,188.22,credit_card,9,2023-03-16,2023-03-20,2023-03-25,4,0,5.0
ord_010470,cust_001513,MG,housewares,227.35,12.84,credit_card,4,2023-03-16,2023-03-24,2023-03-29,8,0,5.0
ord_007696,cust_004136,RS,beauty_health,97.33,4.53,credit_card,8,2023-03-16,2023-03-24,2023-03-29,8,0,3.0
ord_005162,cust_007236,SP,electronics,1630.54,58.66,boleto,1,2023-03-16,2023-03-23,2023-03-28,7,0,3.0
ord_005685,cust_006479,RJ,electronics,1285.66,50.38,credit_card,9,2023-03-16,2023-03-24,2023-03-29,8,0,4.0
ord_011272,cust_002788,SP,furniture,836.4,89.12,boleto,1,2023-03-16,2023-03-23,2023-03-28,7,0,4.0
ord_005125,cust_003662,PR,housewares,27.97,3.48,boleto,1,2023-03-16,2023-03-25,2023-03-30,9,0,5.0
ord_003382,cust_004396,MG,computers_accessories,839.1,106.98,voucher,1,2023-03-16,2023-03-20,2023-03-25,4,0,5.0
ord_002058,cust_006579,RS,electronics,635.56,39.39,credit_card,3,2023-03-16,2023-03-22,2023-03-27,6,0,5.0
ord_011255,cust_008303,SP,sports_leisure,519.74,20.96,boleto,1,2023-03-17,2023-03-19,2023-03-24,2,0,5.0
ord_002838,cust_000182,SP,furniture,2904.78,250.01,voucher,1,2023-03-17,2023-03-21,2023-03-26,4,0,5.0
ord_001559,cust_006430,RS,furniture,1774.06,201.26,voucher,1,2023-03-17,2023-03-23,2023-03-26,6,0,4.0
ord_005270,cust_003462,SP,electronics,1908.75,88.48,credit_card,8,2023-03-17,2023-03-26,2023-03-31,9,0,4.0
ord_007818,cust_001774,SP,housewares,152.49,12.9,boleto,1,2023-03-17,2023-03-25,2023-03-30,8,0,5.0
ord_001811,cust_006099,GO,computers_accessories,607.09,44.97,credit_card,6,2023-03-17,2023-03-21,2023-03-26,4,0,5.0
ord_011048,cust_006942,PR,electronics,190.78,17.02,credit_card,4,2023-03-17,2023-03-27,2023-03-31,10,0,3.0
ord_009165,cust_004759,MG,electronics,1028.67,136.49,credit_card,8,2023-03-17,2023-03-23,2023-03-27,6,0,5.0
ord_003644,cust_005330,MG,beauty_health,199.61,20.58,credit_card,3,2023-03-17,2023-03-21,2023-03-26,4,0,5.0
ord_005399,cust_007162,SP,computers_accessories,1683.49,184.21,credit_card,5,2023-03-17,2023-03-20,2023-03-25,3,0,5.0
ord_003459,cust_005307,PR,electronics,1867.73,169.07,credit_card,6,2023-03-17,2023-03-22,2023-03-27,5,0,5.0
ord_003127,cust_003008,SP,fashion,351.02,18.04,boleto,1,2023-03-17,2023-03-20,2023-03-25,3,0,2.0
ord_011564,cust_000434,SP,garden_tools,235.19,31.87,credit_card,4,2023-03-17,2023-03-24,2023-03-29,7,0,5.0
ord_008264,cust_007188,SP,fashion,332.98,30.4,credit_card,5,2023-03-17,2023-03-23,2023-03-28,6,0,4.0
ord_006176,cust_004958,MG,fashion,396.1,29.72,credit_card,9,2023-03-17,2023-03-23,2023-03-28,6,0,5.0
ord_011903,cust_005651,SP,electronics,1428.72,171.78,credit_card,3,2023-03-17,2023-03-25,2023-03-30,8,0,5.0
ord_002775,cust_004152,MG,garden_tools,316.86,10.86,credit_card,2,2023-03-18,2023-03-26,2023-03-31,8,0,4.0
ord_009492,cust_005247,SP,garden_tools,45.01,2.62,boleto,1,2023-03-18,2023-03-21,2023-03-26,3,0,5.0
ord_004692,cust_002339,CE,sports_leisure,405.6,49.12,boleto,1,2023-03-18,2023-03-21,2023-03-26,3,0,3.0
ord_005788,cust_001334,RS,electronics,816.48,58.82,credit_card,9,2023-03-18,2023-03-27,2023-03-29,9,0,5.0
ord_002782,cust_001088,MG,books,62.22,5.05,boleto,1,2023-03-18,2023-03-22,2023-03-27,4,0,5.0
ord_008657,cust_002415,SP,sports_leisure,57.29,3.98,credit_card,8,2023-03-18,2023-03-27,2023-04-01,9,0,4.0
ord_009846,cust_008093,CE,beauty_health,84.64,6.04,debit_card,1,2023-03-18,2023-03-25,2023-03-30,7,0,5.0
ord_011898,cust_006831,SC,beauty_health,132.38,18.37,boleto,1,2023-03-18,2023-03-23,2023-03-28,5,0,5.0
ord_007010,cust_008290,RJ,electronics,529.11,60.96,credit_card,9,2023-03-18,2023-03-24,2023-03-29,6,0,5.0
ord_008295,cust_002901,RS,books,89.6,5.53,credit_card,3,2023-03-18,2023-03-20,2023-03-25,2,0,5.0
ord_002385,cust_006659,PE,sports_leisure,468.79,20.35,credit_card,6,2023-03-18,2023-03-26,2023-03-29,8,0,4.0
ord_008652,cust_008232,PR,beauty_health,148.67,21.59,credit_card,7,2023-03-18,2023-03-20,2023-03-25,2,0,5.0
ord_010681,cust_007253,SP,electronics,1208.46,170.66,boleto,1,2023-03-18,2023-03-27,2023-04-01,9,0,2.0
ord_009686,cust_001446,PR,furniture,2479.45,356.79,credit_card,3,2023-03-18,2023-03-27,2023-03-29,9,0,5.0
ord_009291,cust_003688,RJ,fashion,116.36,3.57,credit_card,1,2023-03-18,2023-03-25,2023-03-30,7,0,5.0
ord_010700,cust_003597,SP,fashion,376.13,14.6,credit_card,5,2023-03-18,2023-03-23,2023-03-28,5,0,5.0
ord_006635,cust_000648,RS,housewares,39.49,3.27,credit_card,2,2023-03-18,2023-03-25,2023-03-30,7,0,5.0
ord_007909,cust_008741,SP,housewares,284.25,29.63,debit_card,1,2023-03-18,2023-03-22,2023-03-27,4,0,4.0
ord_011683,cust_004962,PE,fashion,257.56,29.06,credit_card,9,2023-03-18,2023-03-20,2023-03-25,2,0,2.0
ord_010592,cust_003759,SC,housewares,77.32,4.62,boleto,1,2023-03-19,2023-03-23,2023-03-28,4,0,2.0
ord_006812,cust_003867,SP,fashion,246.25,15.97,credit_card,4,2023-03-19,2023-03-23,2023-03-28,4,0,5.0
ord_002300,cust_007239,SP,sports_leisure,67.31,3.31,credit_card,2,2023-03-19,2023-03-24,2023-03-29,5,0,3.0
ord_011490,cust_004270,SC,fashion,130.8,7.85,credit_card,9,2023-03-19,2023-03-21,2023-03-26,2,0,5.0
ord_006349,cust_002509,SP,sports_leisure,324.42,16.22,credit_card,9,2023-03-19,2023-04-01,2023-03-30,13,1,1.0
ord_003105,cust_007927,SP,sports_leisure,505.98,49.34,credit_card,4,2023-03-19,2023-03-29,2023-03-31,10,0,5.0
ord_000009,cust_008322,CE,computers_accessories,200.15,21.31,credit_card,7,2023-03-19,2023-03-26,2023-03-31,7,0,5.0
ord_000033,cust_001528,SP,garden_tools,285.63,29.16,credit_card,5,2023-03-20,2023-03-27,2023-04-01,7,0,5.0
ord_006646,cust_004241,CE,fashion,189.23,9.37,credit_card,2,2023-03-20,2023-03-22,2023-03-27,2,0,5.0
ord_006652,cust_005660,RS,beauty_health,222.51,28.79,credit_card,4,2023-03-20,2023-03-26,2023-03-31,6,0,5.0
ord_011922,cust_003712,MG,furniture,1356.34,106.81,boleto,1,2023-03-20,2023-03-23,2023-03-28,3,0,3.0
ord_008289,cust_006883,SP,electronics,515.54,20.41,credit_card,5,2023-03-20,2023-03-29,2023-04-03,9,0,3.0
ord_006155,cust_001211,RJ,sports_leisure,343.59,30.93,credit_card,7,2023-03-20,2023-03-27,2023-03-31,7,0,4.0
ord_006024,cust_005904,SP,fashion,229.1,31.93,credit_card,7,2023-03-20,2023-03-25,2023-03-30,5,0,4.0
ord_000630,cust_007939,RS,toys,167.36,20.58,credit_card,9,2023-03-20,2023-03-24,2023-03-29,4,0,5.0
ord_001616,cust_004470,SP,toys,108.91,15.45,credit_card,5,2023-03-20,2023-03-23,2023-03-28,3,0,4.0
ord_011528,cust_004204,RS,beauty_health,76.25,8.42,boleto,1,2023-03-20,2023-03-28,2023-03-30,8,0,1.0
ord_003673,cust_006859,RJ,electronics,869.84,119.09,credit_card,7,2023-03-20,2023-03-29,2023-04-02,9,0,2.0
ord_000000,cust_007270,GO,computers_accessories,637.82,66.03,credit_card,1,2023-03-20,2023-03-28,2023-04-02,8,0,4.0
ord_011107,cust_003042,SP,electronics,493.28,46.33,boleto,1,2023-03-20,2023-03-26,2023-03-31,6,0,3.0
ord_007305,cust_007982,CE,furniture,2530.6,212.23,credit_card,5,2023-03-20,2023-03-24,2023-03-29,4,0,4.0
ord_009463,cust_005913,RJ,books,121.64,14.64,credit_card,4,2023-03-20,2023-03-27,2023-04-01,7,0,5.0
ord_002043,cust_004875,SP,beauty_health,173.39,18.53,credit_card,9,2023-03-20,2023-03-25,2023-03-30,5,0,2.0
ord_009952,cust_006159,MG,beauty_health,119.21,12.27,credit_card,7,2023-03-20,2023-03-28,2023-04-02,8,0,4.0
ord_005401,cust_007543,SP,sports_leisure,426.01,46.2,credit_card,9,2023-03-20,2023-03-29,2023-04-03,9,0,4.0
ord_007016,cust_003620,PR,fashion,292.43,30.36,credit_card,2,2023-03-20,2023-03-28,2023-04-02,8,0,4.0
ord_001124,cust_000481,RS,furniture,1620.42,74.98,voucher,1,2023-03-20,2023-03-28,2023-04-02,8,0,5.0
ord_000468,cust_008082,CE,toys,68.64,4.59,boleto,1,2023-03-20,2023-03-23,2023-03-28,3,0,5.0
ord_005467,cust_001601,RJ,sports_leisure,106.3,4.54,credit_card,5,2023-03-20,2023-03-22,2023-03-27,2,0,5.0
ord_000410,cust_004000,SP,furniture,1094.84,119.7,credit_card,7,2023-03-20,2023-03-29,2023-04-03,9,0,2.0
ord_011320,cust_008894,RJ,housewares,125.84,8.6,credit_card,9,2023-03-20,2023-03-28,2023-04-02,8,0,5.0
ord_011212,cust_007344,SP,sports_leisure,373.23,18.02,credit_card,2,2023-03-20,2023-03-29,2023-04-03,9,0,4.0
ord_000010,cust_001685,PR,beauty_health,22.11,2.14,credit_card,6,2023-03-21,2023-03-27,2023-04-01,6,0,
ord_008767,cust_003186,BA,fashion,196.51,7.92,voucher,1,2023-03-21,2023-03-30,2023-04-04,9,0,5.0
ord_010093,cust_004722,PR,beauty_health,16.6,0.56,boleto,1,2023-03-21,2023-03-24,2023-03-29,3,0,5.0
ord_007843,cust_007436,RJ,garden_tools,167.47,7.88,credit_card,1,2023-03-21,2023-03-29,2023-04-03,8,0,4.0
ord_007888,cust_003052,SP,housewares,79.61,2.99,boleto,1,2023-03-21,2023-03-23,2023-03-28,2,0,4.0
ord_004337,cust_008430,RJ,electronics,1505.04,204.79,credit_card,3,2023-03-21,2023-03-30,2023-04-04,9,0,1.0
ord_002926,cust_003976,PR,sports_leisure,61.24,3.23,voucher,1,2023-03-21,2023-03-26,2023-03-31,5,0,5.0
ord_004159,cust_002504,SP,sports_leisure,318.3,12.75,credit_card,4,2023-03-21,2023-03-24,2023-03-29,3,0,4.0
ord_006131,cust_006240,SP,sports_leisure,52.5,2.43,boleto,1,2023-03-21,2023-03-30,2023-04-04,9,0,5.0
ord_008504,cust_001095,SP,toys,68.67,5.16,credit_card,4,2023-03-21,2023-03-24,2023-03-29,3,0,3.0
ord_007747,cust_001409,GO,housewares,168.03,16.44,boleto,1,2023-03-21,2023-03-23,2023-03-28,2,0,2.0
ord_006264,cust_002441,GO,electronics,1504.12,74.03,credit_card,9,2023-03-21,2023-03-24,2023-03-29,3,0,4.0
